,Energy (kcal/mol)
struct_695,-48.307540921914
struct_696,-48.314060030349
struct_697,-48.308729617472
struct_698,-48.309138584165
struct_699,-48.315068962164
struct_700,-48.30905757493
struct_701,-48.301740040328
struct_702,-48.313270011852
struct_703,-48.312650897698
struct_704,-48.310013599582
struct_705,-48.310544494385
struct_706,-48.309283356201
struct_707,-48.311991132433
struct_708,-48.310550920082
struct_709,-48.306301245808
struct_710,-48.305603920436
struct_711,-48.310363910024
struct_712,-48.314872979037
struct_713,-48.303551846337
struct_714,-48.308599431133
struct_715,-48.311795466667
struct_716,-48.309922941672
struct_717,-48.310478532703
struct_718,-48.307139192147
struct_719,-48.305807205236
struct_720,-48.314188871084
struct_721,-48.314375981512
struct_722,-48.301965422875
struct_723,-48.308010026829
struct_724,-48.315931020083
struct_725,-48.309813037551
struct_726,-48.304621733656
struct_727,-48.310533751226
struct_728,-48.307695475573
struct_729,-48.308555689588
struct_730,-48.312935008436
struct_731,-48.308569404085
struct_732,-48.307611766477
struct_733,-48.314003208878
struct_734,-48.307214138929
struct_735,-48.30790611558
struct_736,-48.311860550225
struct_737,-48.312001728435
struct_738,-48.310227008426
struct_739,-48.30470039957
struct_740,-48.312968094579
struct_741,-48.306483830015
struct_742,-48.304423953394
struct_743,-48.316976696728
struct_744,-48.311714463366
struct_745,-48.304643863355
struct_746,-48.307107558191
struct_747,-48.31755181467
struct_748,-48.313814602889
struct_749,-48.303255226808
struct_750,-48.310622617763
struct_751,-48.307202547356
struct_752,-48.309391810796
struct_753,-48.308594594094
struct_754,-48.319061024497
struct_755,-48.305535210078
struct_756,-48.308012320562
struct_757,-48.315138017755
struct_758,-48.30698949974
struct_759,-48.315711044024
struct_760,-48.308414720127
struct_761,-48.308183013246
struct_762,-48.306459053246
struct_763,-48.308155533081
struct_764,-48.306168568766
struct_765,-48.307951240495
struct_766,-48.305298193588
struct_767,-48.30745029073
struct_768,-48.313905646047
struct_769,-48.312915555872
struct_770,-48.302766453598
struct_771,-48.308919528949
struct_772,-48.317124236454
struct_773,-48.302511015304
struct_774,-48.313684681622
struct_775,-48.309058123362
struct_776,-48.307484882636
struct_777,-48.311908676291
struct_778,-48.311629126802
struct_779,-48.312656196351
struct_780,-48.311289264751
struct_781,-48.30673346557
struct_782,-48.304679338219
struct_783,-48.308800577392
struct_784,-48.308182222711
struct_785,-48.31101214043
struct_786,-48.304199004419
struct_787,-48.304999866047
struct_788,-48.312492338764
struct_789,-48.311156180788
struct_790,-48.30537397675
struct_791,-48.309547568429
struct_792,-48.305992711666
struct_793,-48.314253511013
struct_794,-48.311697145245
struct_795,-48.310202520445
struct_796,-48.31579522079
struct_797,-48.308987931136
struct_798,-48.313735622056
struct_799,-48.311141826375
struct_800,-48.307101311674
struct_801,-48.313837597383
struct_802,-48.312498557012
struct_803,-48.310818357621
struct_804,-48.314307076686
struct_805,-48.311100402608
struct_806,-48.311755325977
struct_807,-48.309758280612
struct_808,-48.30788513326
struct_809,-48.309423187803
struct_810,-48.314081269088
struct_811,-48.314154120058
struct_812,-48.306187722944
struct_813,-48.310397963785
struct_814,-48.310377337062
struct_815,-48.312603600988
struct_816,-48.308445606709
struct_817,-48.308714040112
struct_818,-48.313873540135
struct_819,-48.310727947905
struct_820,-48.306733261618
struct_821,-48.311154422983
struct_822,-48.308759031176
struct_823,-48.309848728018
struct_824,-48.310645308998
struct_825,-48.310109234045
struct_826,-48.307944383183
struct_827,-48.311416024861
struct_828,-48.315154724432
struct_829,-48.300671972981
struct_830,-48.313568452169
struct_831,-48.309497117923
struct_832,-48.312709276156
struct_833,-48.314499190329
struct_834,-48.303644720125
struct_835,-48.309598093581
struct_836,-48.310261854497
struct_837,-48.316375291101
struct_838,-48.304522695217
struct_839,-48.304938063863
struct_840,-48.310775361815
struct_841,-48.313344133001
struct_842,-48.311618294465
struct_843,-48.313273484179
struct_844,-48.304727059123
struct_845,-48.305946211153
struct_846,-48.306049025019
struct_847,-48.308591146189
struct_848,-48.313155306888
struct_849,-48.304935672677
struct_850,-48.317429274307
struct_851,-48.311138073698
struct_852,-48.30936064633
struct_853,-48.304340314556
struct_854,-48.306436833392
struct_855,-48.309833917138
struct_856,-48.313019452065
struct_857,-48.307958306653
struct_858,-48.305242792856
struct_859,-48.312223787929
struct_860,-48.306814813557
struct_861,-48.304347701444
struct_862,-48.312469366722
struct_863,-48.308818021918
struct_864,-48.30987303415
struct_865,-48.304646881988
struct_866,-48.308976910404
struct_867,-48.309940698829
struct_868,-48.312891941894
struct_869,-48.308293669632
struct_870,-48.305051106776
struct_871,-48.315521815736
struct_872,-48.307141876688
struct_873,-48.3117396252
struct_874,-48.312398778961
struct_875,-48.311075950817
struct_876,-48.305589397898
struct_877,-48.306649273638
